Category;Joke title;Joke; Rounded length of joke in tens of chars;;;
Animal;The Day Owl and The Night Cat;"In the year 3000, animals rule the Earth; they talk and drive sportscars. 

An owl enters a psychologist's office. The psychologist says to the owl, ""What is your problem?"" 
The owl replies, ""I always sleep at night and am awake during the day. I am an owl and we usually are awake during the night.""  
The psychologist tells the owl to come back in two days to solve his problem, as he is very busy.    

The next night, a cat comes in. He says, ""I always sleep during the day. Like my friends, I want to sleep during the night. Can you help?""
 
The psychologist advises the cat to come back in one day, as he is very busy.    The next day, the cat comes very, very, very early for his appointment and ends up at the same time as the owl. The cat is told to wait outside. He peeks in the owl's appointment and figures out his problem... and his address!  

During the next evening, when the owl usually comes in for his appointment, the cat comes in. The psychologist asks the cat why he is here instead of the owl. 

The cat replies, ""He is here!'' and poops on the floor, explaining, ""I was sent to deliver him.""";112;;;
Animal;Don't Got Milk?;"Q: What do you call a cow that won't give milk?
A: A milk dud.";6;;;
Animal;Unbearable Lightness of Being;"One day mama bear and papa bear were getting a divorce.  The judge decided that baby bear was going to live with mama bear.  

Baby bear started to cry .  ""Whats wrong?"" the judge asked baby bear.  

""I dont want to live with mama bear, she abuses me!"" said baby bear.  

""Then, you can live with papa bear"" said the judge.  

Baby bear started to cry even harder  the judge asked him, ""Whats wrong?""  Baby bear replied, "" I dont want to live with papa bear he abuses me even more than mama bear does.""

 ""Then who do you want to live with?"" asked the judge.  

Baby bear replied, ""I want to live with the Baylor Bears, because they don't beat anyone!""";65;;;
Animal;Traveling on Friday;"Q: If a cowboy rides into town on Friday, and three days later, he leaves on Friday, how does he do it?

A: The horse's name is Friday.";14;;;
Animal;David Feldman: Dolphin Intelligence;Dolphins are intelligent? If they're so intelligent, get out of the nets.;7;;;
Animal;Legless Cow;"Q: What do you call a cow with no legs?   
A: Ground beef.";6;;;
Animal;Fly Without Wings;"Q: What is a fly without wings?
A: A walk.";4;;;
Animal;Careful What You Kick;"A boy asks his mother for breakfast. She says, ""Not until you feed the animals.""

The boy goes outside and says to the chicken, ""I don't feel like feeding you today."" So he kicks the chicken. He does the same with the cow and the pig.

 The boy goes back into the house and tells his mother that he's hungry. His mother says, ""I saw you kick the chicken, so you're not getting any eggs, I saw you kick the cow, so you're not getting any milk, and I saw kick the pig, so you're not getting any bacon.""

Just then the boy's father walks down the steps, trips and kicks the cat. The boy says, ""Mom, should I tell him?""";62;;;
Animal;What's Purple...Tree;"Q. What's purple and leaps from tree to tree?
   
A. Squirrel! 

Q. Then why is it purple?   

A. It choked on a nut...'";12;;;
Animal;Two Dogs Humping;"A man and his son come upon two dogs humping. The son asks, ""Dad, what are those dogs doing?""
His father replies, ""Well, the dog on top must have hurt his two front paws, and that dog on the bottom is helping him home."" 
The son says, ""It figures -- every time you try to help someone out, you always get screwed.""";31;;;
Animal;Turtle Sexuality;"What do you call a turtle with an erection?   

A slow poke!";6;;;
Animal;Something Men Can't Get...;"Why can't men get Mad Cow Disease?      

Because they are all PIGS!";7;;;
Animal;Rene Hicks: Dog Eat Dog;Show business is a dog eat dog world. Make sure your dog isn't anorexic.;7;;;
Animal;You Did What With A What?;"A woman went to the doctor's and complained of being really sore.


""Do you have any idea why?""


""Well, I had sex with an elephant!""


""You did? But elephants are known to have small penises!""


""Yeah, but he fingered me first.""";23;;;
Animal;The Classic Joke That Sucks;"Q: Why did the chicken cross the road?  

A: To get to the other side!";7;;;
Animal;Sleeping Bull;"Q: What do you call a sleeping bull?   

A: A bulldozer.";6;;;
Animal;Clown Booty Call... Poodles;Can my dancing poodles watch? Honk honk!;4;;;
Animal;Another Bull Name;"Q: What do you call a masturbating bull?
A: Beef Strokinoff.";6;;;
Animal;Bill Dwyer: Why Kids?;We have kids because we didn't want pets.;4;;;
Animal;Mice and Light Bulbs;"Q: How many mice does it take to screw in a light bulb?

A: Two, if they're small enough.";9;;;
Animal;Walks Into a Bar... Got Grapes?;"A duck walks into a bar and asks, ""Got any grapes?""

The bartender, confused, tells the duck no. The duck thanks him and leaves.

The next day, the duck returns and asks, ""Got any grapes?""

Again, the bartender tells him, ""No -- the bar does not serve grapes, has never served grapes and, furthermore, will never serve grapes."" The duck thanks him and leaves.

The next day, the duck returns, but before he can say anything, the bartender yells, ""Listen, duck! This is a bar! We do not serve grapes! If you ask for grapes again, I will nail your stupid duck beak to the bar!""

The duck is silent for a moment, and then asks, ""Got any nails?""

Confused, the bartender says no.

""Good!"" says the duck. ""Got any grapes?""";72;;;
Animal;Two Blondes and a Lake;"Two blondes stand on opposite sides of a lake.

One blonde yells, ""How do I get to the other side?""

The other blonde yells back, ""You're already on the other side!""";16;;;
Animal;The Train, the Soldier and the Poodle;"After World War II, an American soldier was going back to London from the front.  He was on a very crowded train, and was looking for a seat, but the only empty one was next to an older lady, and she had her pet poodle on it. He said, “Please, madam, I'm very tired. May I please sit here?” The lady replied, “No. My precious little poodle, Miss Fluffy, is sitting here.”
 
The soldier walked the length of the train again with no luck, so he went back to the same seat next to the same woman and said, “Please, Madam, I have been fighting at the front for months, my feet hurt and I'm very tired. May I please sit here?” The woman told him, “I cannot believe how rude you are! I have already told you that my darling little Miss Fluffy is sitting here.” At that, the American lost his temper, picked up the poodle and threw it out the window.

An elderly man who was sitting across the compartment looked at the American soldier and said, “You Americans do everything wrong. You drive on the wrong side of the road, you eat with the wrong hand and now you've thrown the wrong bitch out of the window!”";112;;;
Animal;Evil Tuna;"Did you hear about the evil tuna?

He was rotten to the albacore.";6;;;
Animal;Those Crazy Vermont Folk;"Why do people in vermont were kilts?

Sheep can hear zippers from a mile away.";8;;;
Animal;Vampire Blood Bath;"Once there was a group of vampire bats that   lived in a cave outside of a big city. 

One   night, one said to a another, “I'm so hungry. I'm   going to go get something.”  

“No don't! We have to wait for the others!” 

“I don't care.” And off he went.

 About 30   minutes later, he came back and was covered in   blood. 

The other vampire bat asked, “WHOA!! Where did you   find all that blood?”    
 
“You really want to see?” asked the bloody one. “Follow   me.”

So the first bat leads the other bat to the   city and points to a large black building and   asks, “Do you see that building?”   
 
“Yes,” came the reply.  

To that the first says, “Well, I didn't.”";71;;;
Animal;Easter Egg Hunt;Q: Why does the Easter Bunny hide his eggs?A: He doesn't want anyone to know he's screwing a chicken.;10;;;
Animal;Harland Williams: Flies on the Totem Pole;You gotta feel bad for flies, though, huh? Lowly little thing on the totem pole. What happened when they were giving that out? Like lion: Lion, you will be king of the beasts and reign supreme over all other creatures. Fly: you will fly all around, and when you get tired, you will land on pooh.;30;;;
Animal;Pig!;"A man is driving down a steep, narrow mountain road. A woman is driving up the same road. 

As they pass each other the woman leans out the window and yells, ""Pig!"" 
The man immediately leans out his window and replies with ""BITCH!""

They each continue on their way, as the man rounds the next corner he crashes into a pig in the middle of the road.";35;;;
Animal;Cow Murder Mystery;"Q: What do you call a cow murder mystery?    

A: A moo-done-it.";6;;;
Animal;Squirrel Kickin'' Back;"Q: Why did the squirrel lay on its stomach?

A: To keep its nuts warm.";7;;;
Animal;Tom Cotter: Stupid Expressions;Bright-eyed and bushy tailed.' What the hell is that? Bright-eyed and bushy tailed is a squirrel on crack -- that's what that is.;13;;;
Animal;Yo' Mama Is So Ugly... Dog;Yo' Mama is so ugly, her dog closes its eyes when it humps her leg.;7;;;
Animal;Walks Into a Bar... Three Tests;"A new guy in town walks into a bar and notices a large jar filled to the brim with $10 bills. The man approaches the bartender and asks, ""What's up with the jar?""

""Well, you pay $10, and if you pass three tests, then you get all the money.""

""What are the three tests?"" asks the man

""Gotta pay first.""

So the guy gives him the $10 bucks, and the bartender adds it to the jar.

""OK, here's what you have to do. First, you have to drink that whole bottle of pepper tequila -- the WHOLE thing at once -- and you can't make a face while doing it. Second, there's a pit bull chained up out back with a sore tooth. You have to remove the tooth with your bare hands. Third, there is a 90-year-old woman upstairs who's never had an orgasm in her life. You gotta make things right for her.""

 ""Well, I know I've paid my $10 bucks,"" says the man, ""but I'm not an idiot. No wonder you've collected so much money -- that's impossible!""

The new guy proceeds to drink several whiskeys, and eventually, he gets up his nerve.

""Wherez zat teeqeelah?"" he slurs.

He grabs the bottle of pepper tequila with both hands and downs it, gulp by gulp. Tears are streaming down his cheeks, but he doesn't make a face. Next, he staggers out back. Everyone in the bar hears a huge scuffle outside -- barking, yelping and growling, then silence.

Just when they think the man must be dead, he staggers back into the bar with his shirt ripped and gashes across his body.

""NOW,"" he says, ""wherez at ol' lady with the sore tooth?""";150;;;
